	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
cg15089487	0.03	0.05	0.04	0.04	0.05	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.03	0.03	0.06	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.05	0.04	0.04	0.05	0.03	0.04	0.05	0.03	0.05	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.03	0.06	0.04	0.03	0.04	0.03	0.05	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.05	0.05	0.05	0.05	0.05	0.06	0.06	0.05	0.04	0.04	0.06	0.04
cg13587740	0.07	0.08	0.08	0.07	0.09	0.07	0.07	0.08	0.07	0.08	0.08	0.06	0.06	0.06	0.08	0.07	0.08	0.08	0.1	0.07	0.09	0.08	0.07	0.08	0.08	0.09	0.08	0.08	0.09	0.06	0.09	0.08	0.08	0.07	0.07	0.08	0.07	0.08	0.06	0.08	0.07	0.08	0.08	0.08	0.41	0.07	0.07	0.08	0.09	0.07	0.07	0.09	0.07	0.08	0.06	0.09	0.07	0.06	0.1	0.08	0.07	0.07	0.07	0.08	0.08	0.07	0.07	0.06	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.08	0.08	0.08	0.08
cg27079104	0.03	0.04	0.04	0.04	0.06	0.03	0.04	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.05	0.04	0.03	0.04	0.03	0.05	0.05	0.05	0.04	0.04	0.05	0.03	0.03	0.05	0.04	0.04	0.05	0.06	0.04	0.03	0.04	0.04	0.03	0.63	0.04	0.04	0.04	0.04	0.06	0.04	0.03	0.03	0.04	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.05	0.04	0.04
cg25996835	0.06	0.04	0.06	0.06	0.05	0.16	0.7	0.06	0.06	0.06	0.08	0.68	0.18	0.06	0.07	0.37	0.04	0.04	0.04	0.11	0.06	0.04	0.08	0.07	0.09	0.04	0.09	0.33	0.06	0.06	0.06	0.48	0.05	0.21	0.06	0.04	0.06	0.06	0.05	0.33	0.04	0.06	0.05	0.27	0.05	0.06	0.16	0.05	0.05	0.61	0.07	0.07	0.06	0.11	0.05	0.05	0.07	0.06	0.05	0.04	0.06	0.05	0.31	0.05	0.06	0.05	0.29	0.2	0.06	0.06	0.11	0.14	0.21	0.15	0.07	0.04	0.04	0.07	0.07
cg23684521	0.05	0.03	0.02	0.05	0.05	0.33	0.27	0.26	0.29	0.05	0.18	0.03	0.58	0.04	0.05	0.07	0.11	0.04	0.06	0.09	0.09	0.09	0.05	0.04	0.03	0.04	0.03	0.05	0.03	0.09	0.02	0.07	0.03	0.32	0.08	0.02	0.03	0.07	0.09	0.09	0.8	0.24	0.03	0.28	0.05	0.05	0.43	0.05	0.03	0.03	0.06	0.12	0.04	0.61	0.05	0.06	0.08	0.07	0.12	0.04	0.04	0.04	0.24	0.3	0.29	0.24	0.23	0.02	0.02	0.03	0.02	0.04	0.14	0.04	0.04	0.04	0.06	0.03	0.05
cg14443380	0.06	0.05	0.06	0.05	0.07	0.05	0.04	0.06	0.07	0.06	0.07	0.05	0.05	0.05	0.05	0.06	0.06	0.09	0.07	0.05	0.07	0.06	0.07	0.07	0.06	0.06	0.04	0.06	0.07	0.06	0.05	0.05	0.05	0.05	0.04	0.05	0.06	0.06	0.05	0.05	0.05	0.06	0.05	0.05	0.08	0.05	0.07	0.06	0.06	0.06	0.06	0.06	0.05	0.07	0.06	0.06	0.05	0.05	0.07	0.07	0.06	0.06	0.06	0.06	0.07	0.05	0.06	0.04	0.05	0.06	0.06	0.05	0.07	0.06	0.05	0.05	0.06	0.62	0.06
cg22657536	0.03	0.04	0.04	0.04	0.05	0.08	0.24	0.05	0.06	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.05	0.04	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.07	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.03	0.04	0.07	0.04	0.04	0.04	0.13	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.06	0.04	0.03	0.03	0.04	0.05	0.06	0.06	0.04	0.21	0.06	0.05	0.04	0.05	0.75	0.08	0.04	0.05	0.04	0.04	0.06	0.04
cg19817399	0.04	0.04	0.04	0.03	0.07	0.14	0.11	0.06	0.04	0.05	0.11	0.05	0.08	0.04	0.04	0.05	0.04	0.09	0.04	0.04	0.05	0.04	0.04	0.03	0.03	0.05	0.04	0.05	0.04	0.04	0.04	0.34	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.06	0.04	0.06	0.05	0.05	0.04	0.03	0.04	0.05	0.05	0.04	0.05	0.07	0.04	0.04	0.33	0.05	0.04	0.04	0.04	0.1	0.05	0.04	0.04	0.06	0.04	0.05	0.05	0.04	0.05	0.12	0.06	0.04	0.04	0.06	0.07	0.06
cg16914151	0.22	0.03	0.04	0.09	0.02	0.05	0.14	0.73	0.08	0.05	0.69	0.06	0.11	0.03	0.07	0.57	0.42	0.04	0.03	0.31	0.03	0.05	0.12	0.06	0.05	0.07	0.02	0.71	0.04	0.05	0.06	0.36	0.08	0.05	0.33	0.17	0.05	0.16	0.04	0.04	0.07	0.07	0.4	0.06	0.13	0.17	0.08	0.32	0.03	0.09	0.06	0.09	0.06	0.07	0.04	0.05	0.03	0.04	0.03	0.03	0.05	0.07	0.55	0.08	0.34	0.05	0.57	0.12	0.05	0.34	0.89	0.13	0.03	0.04	0.07	0.37	0.05	0.66	0.51
cg04914105	0.09	0.05	0.1	0.47	0.07	0.14	0.18	0.68	0.12	0.06	0.47	0.15	0.1	0.09	0.2	0.49	0.3	0.08	0.07	0.08	0.07	0.08	0.23	0.12	0.08	0.33	0.06	0.78	0.11	0.07	0.09	0.25	0.07	0.15	0.17	0.09	0.18	0.33	0.08	0.22	0.19	0.27	0.34	0.13	0.1	0.3	0.38	0.23	0.1	0.1	0.18	0.37	0.09	0.11	0.11	0.11	0.13	0.55	0.05	0.08	0.08	0.05	0.42	0.18	0.21	0.1	0.31	0.05	0.08	0.12	0.6	0.11	0.48	0.07	0.6	0.69	0.06	0.26	0.54
cg14080001	0.08	0.07	0.13	0.07	0.09	0.07	0.06	0.08	0.46	0.08	0.09	0.07	0.06	0.07	0.16	0.09	0.49	0.09	0.09	0.07	0.08	0.08	0.07	0.08	0.07	0.07	0.08	0.09	0.08	0.33	0.07	0.15	0.07	0.07	0.09	0.07	0.08	0.08	0.06	0.06	0.07	0.07	0.08	0.09	0.09	0.06	0.21	0.07	0.08	0.07	0.07	0.08	0.08	0.05	0.08	0.1	0.06	0.05	0.09	0.08	0.06	0.08	0.09	0.09	0.18	0.09	0.67	0.07	0.09	0.09	0.07	0.07	0.14	0.08	0.09	0.08	0.07	0.14	0.24
cg09667582	0.05	0.05	0.05	0.14	0.03	0.05	0.31	0.4	0.56	0.07	0.3	0.1	0.04	0.08	0.21	0.15	0.06	0.07	0.05	0.05	0.07	0.05	0.16	0.1	0.09	0.05	0.38	0.05	0.12	0.05	0.12	0.74	0.07	0.05	0.85	0.05	0.03	0.12	0.13	0.05	0.06	0.07	0.43	0.06	0.12	0.06	0.27	0.05	0.08	0.06	0.08	0.07	0.07	0.06	0.06	0.09	0.04	0.05	0.05	0.06	0.09	0.04	0.24	0.06	0.09	0.05	0.45	0.06	0.04	0.14	0.2	0.69	0.06	0.08	0.08	0.09	0.08	0.51	0.67
cg23484278	0.03	0.03	0.03	0.03	0.02	0.14	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.19	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.05	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.05	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.09	0.03	0.03	0.03	0.03	0.03
cg27321979	0.07	0.07	0.07	0.09	0.07	0.07	0.15	0.07	0.07	0.1	0.08	0.05	0.05	0.06	0.08	0.08	0.07	0.09	0.08	0.04	0.1	0.07	0.06	0.06	0.07	0.07	0.09	0.07	0.07	0.06	0.07	0.07	0.07	0.07	0.07	0.06	0.07	0.09	0.09	0.06	0.06	0.07	0.08	0.06	0.08	0.08	0.1	0.06	0.06	0.07	0.07	0.08	0.08	0.07	0.08	0.08	0.06	0.07	0.08	0.07	0.07	0.06	0.08	0.07	0.09	0.08	0.07	0.08	0.06	0.08	0.16	0.07	0.07	0.07	0.06	0.07	0.07	0.06	0.08
cg07448499	0.19	0.05	0.03	0.07	0.08	0.77	0.32	0.69	0.5	0.04	0.56	0.06	0.25	0.05	0.71	0.28	0.11	0.08	0.05	0.07	0.05	0.08	0.12	0.05	0.61	0.05	0.07	0.42	0.07	0.48	0.05	0.44	0.14	0.3	0.14	0.04	0.86	0.09	0.07	0.06	0.06	0.07	0.32	0.05	0.03	0.24	0.22	0.04	0.05	0.06	0.06	0.1	0.03	0.06	0.04	0.1	0.19	0.82	0.05	0.05	0.04	0.05	0.39	0.05	0.08	0.05	0.55	0.07	0.04	0.04	0.13	0.75	0.06	0.11	0.05	0.23	0.04	0.09	0.12
cg21164303	0.04	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.03	0.05	0.03	0.02	0.03	0.04	0.03	0.03	0.03	0.02	0.06	0.05	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.02	0.02	0.03	0.05	0.02	0.03	0.03	0.03	0.03	0.02	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.04	0.06	0.03	0.03	0.04	0.03	0.68	0.03	0.03	0.04	0.04	0.03	0.03	0.05	0.04	0.03	0.03	0.03	0.04	0.03	0.05	0.03	0.03	0.03	0.03	0.03	0.06	0.04	0.04
cg05038121	0.07	0.07	0.07	0.06	0.07	0.07	0.14	0.07	0.05	0.07	0.08	0.06	0.07	0.07	0.08	0.08	0.07	0.09	0.08	0.08	0.08	0.07	0.07	0.07	0.06	0.09	0.06	0.08	0.06	0.07	0.08	0.07	0.09	0.09	0.06	0.09	0.07	0.09	0.07	0.07	0.07	0.07	0.07	0.06	0.08	0.08	0.08	0.07	0.07	0.08	0.06	0.07	0.06	0.07	0.07	0.08	0.06	0.06	0.07	0.08	0.08	0.07	0.06	0.07	0.08	0.08	0.09	0.08	0.07	0.07	0.06	0.07	0.08	0.07	0.07	0.08	0.07	0.07	0.07
cg15973234	0.05	0.07	0.06	0.06	0.08	0.06	0.12	0.05	0.06	0.16	0.04	0.07	0.06	0.08	0.06	0.08	0.06	0.11	0.08	0.05	0.12	0.06	0.09	0.07	0.08	0.05	0.12	0.06	0.04	0.08	0.05	0.12	0.06	0.05	0.08	0.05	0.05	0.07	0.07	0.07	0.05	0.09	0.06	0.05	0.06	0.05	0.07	0.05	0.07	0.07	0.09	0.07	0.04	0.07	0.09	0.07	0.05	0.04	0.08	0.07	0.09	0.05	0.12	0.07	0.06	0.09	0.07	0.05	0.06	0.06	0.03	0.06	0.06	0.14	0.11	0.05	0.12	0.05	0.05
cg24817430	0.09	0.1	0.09	0.08	0.09	0.07	0.1	0.07	0.1	0.09	0.11	0.08	0.08	0.08	0.09	0.08	0.1	0.11	0.09	0.08	0.11	0.1	0.09	0.07	0.11	0.08	0.11	0.1	0.09	0.08	0.1	0.26	0.09	0.07	0.08	0.07	0.08	0.3	0.07	0.09	0.07	0.09	0.09	0.08	0.08	0.09	0.1	0.09	0.09	0.1	0.08	0.1	0.1	0.08	0.1	0.09	0.09	0.06	0.11	0.1	0.09	0.09	0.09	0.1	0.09	0.09	0.09	0.08	0.08	0.09	0.08	0.08	0.08	0.11	0.11	0.08	0.1	0.23	0.09
cg19287277	0.05	0.06	0.05	0.05	0.06	0.05	0.06	0.07	0.06	0.05	0.05	0.06	0.05	0.05	0.07	0.05	0.08	0.08	0.06	0.05	0.07	0.05	0.06	0.05	0.06	0.05	0.08	0.25	0.07	0.06	0.07	0.05	0.06	0.05	0.05	0.05	0.06	0.06	0.05	0.25	0.05	0.07	0.05	0.06	0.06	0.05	0.05	0.06	0.07	0.07	0.06	0.05	0.06	0.05	0.05	0.07	0.04	0.04	0.06	0.07	0.07	0.05	0.06	0.06	0.06	0.07	0.07	0.07	0.06	0.05	0.05	0.05	0.06	0.07	0.06	0.04	0.05	0.06	0.06
cg01578341	0.08	0.08	0.08	0.09	0.1	0.08	0.08	0.1	0.1	0.09	0.1	0.12	0.07	0.07	0.06	0.08	0.08	0.12	0.1	0.08	0.1	0.08	0.09	0.09	0.07	0.13	0.09	0.09	0.1	0.08	0.08	0.08	0.13	0.11	0.08	0.09	0.09	0.07	0.07	0.09	0.06	0.08	0.1	0.07	0.1	0.09	0.1	0.11	0.09	0.1	0.08	0.08	0.1	0.1	0.08	0.1	0.09	0.07	0.08	0.07	0.08	0.1	0.1	0.09	0.09	0.12	0.09	0.08	0.09	0.08	0.08	0.08	0.09	0.09	0.07	0.1	0.1	0.08	0.09
cg09472203	0.02	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.04	0.03	0.02	0.04	0.03	0.03	0.03	0.03	0.04	0.02	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.02	0.04	0.03	0.06	0.03	0.02	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.03	0.03	0.02	0.02
cg17018527	0.08	0.06	0.06	0.06	0.08	0.08	0.1	0.07	0.06	0.08	0.07	0.04	0.05	0.07	0.1	0.08	0.07	0.07	0.09	0.06	0.07	0.06	0.08	0.06	0.27	0.07	0.29	0.07	0.08	0.05	0.07	0.06	0.06	0.06	0.07	0.05	0.06	0.09	0.07	0.09	0.04	0.37	0.07	0.05	0.07	0.07	0.06	0.07	0.06	0.08	0.07	0.06	0.07	0.07	0.07	0.08	0.05	0.05	0.07	0.06	0.06	0.07	0.06	0.06	0.1	0.07	0.15	0.06	0.07	0.06	0.07	0.07	0.08	0.12	0.06	0.06	0.07	0.07	0.09
cg07639720	0.04	0.04	0.04	0.04	0.04	0.37	0.06	0.06	0.12	0.15	0.04	0.06	0.1	0.04	0.35	0.04	0.04	0.05	0.06	0.41	0.04	0.13	0.04	0.04	0.12	0.03	0.06	0.04	0.03	0.05	0.04	0.07	0.03	0.07	0.03	0.04	0.12	0.05	0.04	0.13	0.04	0.04	0.03	0.03	0.1	0.1	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.04	0.05	0.04	0.1	0.09	0.05	0.04	0.04	0.09	0.1	0.08	0.04	0.04	0.05	0.04	0.03	0.08	0.03	0.14	0.05	0.07	0.04	0.04	0.05	0.06	0.04
cg21380294	0.11	0.04	0.05	0.09	0.05	0.32	0.25	0.33	0.21	0.06	0.28	0.18	0.13	0.17	0.06	0.11	0.33	0.07	0.06	0.14	0.06	0.05	0.08	0.06	0.12	0.05	0.3	0.47	0.05	0.23	0.05	0.3	0.09	0.08	0.06	0.04	0.07	0.24	0.04	0.25	0.14	0.11	0.4	0.09	0.46	0.04	0.33	0.07	0.05	0.1	0.13	0.06	0.07	0.08	0.05	0.14	0.09	0.11	0.14	0.05	0.05	0.04	0.05	0.06	0.2	0.05	0.35	0.06	0.08	0.04	0.08	0.09	0.23	0.06	0.05	0.08	0.04	0.05	0.46
cg23838179	0.08	0.07	0.07	0.06	0.09	0.07	0.06	0.07	0.09	0.08	0.08	0.06	0.05	0.06	0.08	0.07	0.06	0.08	0.07	0.06	0.07	0.07	0.08	0.05	0.07	0.07	0.08	0.06	0.08	0.06	0.08	0.09	0.06	0.06	0.07	0.06	0.07	0.06	0.06	0.05	0.06	0.08	0.07	0.06	0.07	0.06	0.1	0.07	0.08	0.06	0.07	0.05	0.07	0.07	0.06	0.07	0.05	0.05	0.08	0.08	0.05	0.06	0.06	0.08	0.08	0.06	0.08	0.07	0.08	0.06	0.06	0.07	0.06	0.06	0.07	0.07	0.07	0.06	0.08
cg02913089	0.08	0.09	0.07	0.07	0.1	0.08	0.31	0.07	0.08	0.09	0.09	0.13	0.07	0.07	0.08	0.08	0.07	0.1	0.09	0.06	0.08	0.08	0.09	0.08	0.09	0.07	0.09	0.09	0.07	0.07	0.08	0.07	0.09	0.07	0.08	0.08	0.08	0.07	0.05	0.06	0.06	0.06	0.08	0.07	0.09	0.06	0.07	0.05	0.07	0.06	0.08	0.06	0.07	0.05	0.07	0.08	0.06	0.05	0.08	0.08	0.08	0.08	0.08	0.09	0.09	0.08	0.06	0.07	0.08	0.09	0.07	0.07	0.08	0.09	0.09	0.07	0.08	0.13	0.07
cg26232187	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.04	0.05	0.05	0.04	0.04	0.08	0.04	0.03	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.05	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.04	0.18	0.03	0.03	0.05	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.04	0.03	0.04	0.04	0.04	0.04	0.06	0.03	0.05	0.05	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.06	0.04	0.03	0.03	0.04	0.04	0.06	0.04	0.04	0.04	0.04	0.04
cg08348496	0.03	0.02	0.02	0.15	0.02	0.08	0.03	0.81	0.34	0.02	0.37	0.03	0.02	0.02	0.27	0.09	0.64	0.02	0.02	0.02	0.02	0.04	0.03	0.07	0.02	0.02	0.02	0.69	0.03	0.79	0.02	0.54	0.02	0.66	0.02	0.02	0.02	0.05	0.02	0.4	0.03	0.02	0.03	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.02	0.89	0.5	0.02	0.02	0.02	0.17	0.3	0.03	0.02	0.75	0.02	0.02	0.11	0.03	0.03	0.37	0.03	0.02	0.02	0.02	0.66	0.05
cg03698393	0.05	0.04	0.06	0.47	0.06	0.39	0.07	0.73	0.14	0.06	0.34	0.05	0.04	0.07	0.75	0.36	0.45	0.11	0.06	0.05	0.04	0.07	0.11	0.06	0.06	0.06	0.04	0.75	0.08	0.4	0.05	0.29	0.08	0.56	0.05	0.04	0.04	0.18	0.06	0.26	0.12	0.05	0.06	0.2	0.38	0.07	0.06	0.05	0.06	0.44	0.07	0.07	0.08	0.09	0.04	0.65	0.06	0.81	0.31	0.05	0.1	0.04	0.12	0.07	0.16	0.04	0.78	0.05	0.05	0.29	0.05	0.09	0.35	0.07	0.04	0.09	0.05	0.43	0.48
cg27011042	0.07	0.07	0.07	0.1	0.08	0.07	0.1	0.08	0.08	0.08	0.07	0.09	0.08	0.11	0.07	0.07	0.1	0.09	0.08	0.07	0.12	0.08	0.07	0.08	0.05	0.1	0.09	0.08	0.07	0.09	0.08	0.11	0.08	0.1	0.06	0.08	0.08	0.07	0.06	0.08	0.09	0.08	0.08	0.08	0.07	0.07	0.09	0.1	0.08	0.11	0.08	0.09	0.11	0.08	0.08	0.09	0.07	0.06	0.11	0.08	0.07	0.07	0.09	0.08	0.08	0.06	0.26	0.09	0.07	0.1	0.09	0.06	0.1	0.07	0.09	0.09	0.07	0.09	0.11
cg25523753	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.04	0.03	0.04	0.03	0.04	0.02	0.03	0.03	0.04	0.05	0.03	0.02	0.03	0.03	0.04	0.05	0.02	0.06	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.1
cg24424381	0.03	0.03	0.03	0.03	0.03	0.03	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.03
cg17732044	0.04	0.04	0.04	0.04	0.06	0.05	0.12	0.04	0.05	0.04	0.05	0.05	0.05	0.05	0.05	0.05	0.04	0.05	0.06	0.04	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.05	0.06	0.04	0.04	0.05	0.05	0.06	0.04	0.05	0.04	0.05	0.04	0.03	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.05	0.04	0.04	0.05	0.03	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.06	0.04	0.06	0.03	0.05	0.03	0.05	0.05
cg01294695	0.05	0.02	0.02	0.03	0.02	0.31	0.14	0.33	0.24	0.04	0.19	0.02	0.13	0.02	0.02	0.11	0.05	0.03	0.11	0.19	0.05	0.03	0.09	0.02	0.03	0.02	0.03	0.04	0.02	0.12	0.03	0.32	0.02	0.15	0.06	0.01	0.06	0.02	0.08	0.04	0.02	0.02	0.25	0.06	0.02	0.08	0.15	0.03	0.02	0.02	0.04	0.03	0.02	0.29	0.06	0.02	0.11	0.04	0.12	0.08	0.02	0.04	0.32	0.06	0.32	0.03	0.27	0.04	0.02	0.03	0.04	0.01	0.02	0.11	0.02	0.05	0.02	0.13	0.43
cg17891123	0.12	0.1	0.12	0.09	0.13	0.1	0.3	0.1	0.1	0.1	0.11	0.09	0.1	0.1	0.09	0.09	0.12	0.12	0.12	0.1	0.11	0.11	0.09	0.1	0.09	0.11	0.12	0.13	0.1	0.08	0.11	0.08	0.1	0.09	0.1	0.07	0.11	0.11	0.09	0.1	0.08	0.1	0.1	0.07	0.11	0.09	0.1	0.1	0.09	0.08	0.09	0.12	0.09	0.08	0.1	0.12	0.08	0.09	0.1	0.11	0.09	0.1	0.09	0.12	0.11	0.1	0.11	0.09	0.1	0.1	0.09	0.09	0.09	0.11	0.09	0.1	0.09	0.09	0.09
cg08718071	0.06	0.04	0.04	0.04	0.04	0.04	0.17	0.04	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.04	0.06	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.05	0.05	0.06	0.05	0.06	0.03	0.04	0.03	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.03	0.06	0.05	0.06	0.04	0.03	0.05	0.05	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.03	0.03	0.04	0.04
cg27626899	0.1	0.1	0.11	0.12	0.15	0.19	0.35	0.12	0.15	0.15	0.18	0.1	0.18	0.09	0.12	0.14	0.17	0.11	0.11	0.17	0.12	0.18	0.11	0.1	0.12	0.09	0.1	0.12	0.12	0.16	0.1	0.12	0.1	0.16	0.12	0.1	0.12	0.11	0.12	0.16	0.17	0.19	0.13	0.11	0.11	0.12	0.17	0.19	0.1	0.09	0.1	0.12	0.1	0.1	0.09	0.13	0.11	0.18	0.18	0.11	0.1	0.11	0.11	0.08	0.12	0.1	0.22	0.09	0.1	0.11	0.1	0.1	0.12	0.12	0.11	0.14	0.12	0.25	0.16
cg25475171	0.04	0.04	0.03	0.04	0.05	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.03	0.06	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.05	0.03	0.03	0.04	0.03	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.05	0.03	0.03	0.03	0.05	0.03	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.06	0.05	0.03	0.04	0.03	0.2	0.03	0.04	0.06	0.04	0.03	0.05	0.05	0.05	0.04	0.03	0.04	0.04	0.03	0.04	0.03	0.03	0.3	0.03	0.04	0.06	0.03	0.04
